Last update date,Town number,Town,Total cases ,Confirmed cases,Probable cases,Case rate,Total deaths,Confirmed deaths,Probable deaths,People tested,Rate tested per 100k,Number of tests,Number of positives,Number of negatives,Number of indeterminates
04/18/2020,54,Glastonbury,98,,,284,15,,,,,,,,
04/18/2020,55,Goshen,2,,,69,0,,,,,,,,
04/18/2020,56,Granby,7,,,62,1,,,,,,,,
04/18/2020,57,Greenwich,372,,,593,17,,,,,,,,
04/18/2020,58,Griswold,9,,,78,0,,,,,,,,
04/18/2020,59,Groton,29,,,75,0,,,,,,,,
04/18/2020,60,Guilford,51,,,230,1,,,,,,,,
04/18/2020,61,Haddam,14,,,170,0,,,,,,,,
04/18/2020,62,Hamden,381,,,625,11,,,,,,,,
04/18/2020,63,Hampton,0,,,0,0,,,,,,,,
04/18/2020,64,Hartford,591,,,482,46,,,,,,,,
04/18/2020,65,Hartland,1,,,47,0,,,,,,,,
04/18/2020,66,Harwinton,15,,,276,2,,,,,,,,
04/18/2020,67,Hebron,10,,,105,0,,,,,,,,
04/18/2020,68,Kent,6,,,215,0,,,,,,,,
04/18/2020,69,Killingly,14,,,81,1,,,,,,,,
04/18/2020,70,Killingworth,9,,,141,3,,,,,,,,
04/18/2020,71,Lebanon,9,,,125,1,,,,,,,,
04/18/2020,72,Ledyard,7,,,48,1,,,,,,,,
04/18/2020,73,Lisbon,4,,,94,0,,,,,,,,
04/18/2020,74,Litchfield,11,,,135,2,,,,,,,,
04/18/2020,75,Lyme,1,,,43,0,,,,,,,,
04/18/2020,76,Madison,46,,,254,3,,,,,,,,
04/18/2020,77,Manchester,214,,,371,20,,,,,,,,
04/18/2020,78,Mansfield,9,,,35,1,,,,,,,,
04/18/2020,79,Marlborough,17,,,267,0,,,,,,,,
04/18/2020,80,Meriden,186,,,312,16,,,,,,,,
04/18/2020,81,Middlebury,19,,,246,2,,,,,,,,
04/18/2020,82,Middlefield,7,,,160,0,,,,,,,,
04/18/2020,83,Middletown,200,,,433,14,,,,,,,,
04/18/2020,84,Milford,338,,,618,24,,,,,,,,
04/18/2020,85,Monroe,53,,,272,2,,,,,,,,
04/18/2020,86,Montville,39,,,208,0,,,,,,,,
04/18/2020,87,Morris,5,,,221,0,,,,,,,,
04/18/2020,88,Naugatuck,103,,,329,1,,,,,,,,
04/18/2020,89,New Britain,239,,,330,12,,,,,,,,
04/18/2020,90,New Canaan,102,,,505,16,,,,,,,,
04/18/2020,91,New Fairfield,72,,,519,1,,,,,,,,
04/18/2020,92,New Hartford,11,,,165,1,,,,,,,,
04/18/2020,93,New Haven,1001,,,768,30,,,,,,,,
04/18/2020,95,New London,49,,,182,1,,,,,,,,
04/18/2020,96,New Milford,120,,,445,2,,,,,,,,
04/18/2020,94,Newington,126,,,418,9,,,,,,,,
04/18/2020,97,Newtown,67,,,241,3,,,,,,,,
04/18/2020,98,Norfolk,4,,,244,0,,,,,,,,
04/18/2020,99,North Branford,41,,,290,2,,,,,,,,
04/18/2020,100,North Canaan,2,,,61,0,,,,,,,,
04/18/2020,101,North Haven,117,,,494,4,,,,,,,,
04/18/2020,102,North Stonington,1,,,19,0,,,,,,,,
04/18/2020,103,Norwalk,857,,,962,46,,,,,,,,
04/18/2020,104,Norwich,26,,,66,1,,,,,,,,
04/18/2020,105,Old Lyme,9,,,122,1,,,,,,,,
04/18/2020,106,Old Saybrook,19,,,188,0,,,,,,,,
04/18/2020,107,Orange,38,,,272,0,,,,,,,,
04/18/2020,108,Oxford,45,,,340,3,,,,,,,,
04/18/2020,109,Plainfield,11,,,72,0,,,,,,,,
04/18/2020,110,Plainville,60,,,340,4,,,,,,,,
04/18/2020,111,Plymouth,31,,,266,0,,,,,,,,
04/18/2020,112,Pomfret,6,,,143,0,,,,,,,,
04/18/2020,113,Portland,36,,,387,8,,,,,,,,
04/18/2020,114,Preston,3,,,65,0,,,,,,,,
04/18/2020,115,Prospect,24,,,245,0,,,,,,,,
04/18/2020,116,Putnam,6,,,64,0,,,,,,,,
04/18/2020,117,Redding,30,,,329,3,,,,,,,,
04/18/2020,118,Ridgefield,137,,,548,19,,,,,,,,
04/18/2020,119,Rocky Hill,121,,,601,15,,,,,,,,
04/18/2020,120,Roxbury,4,,,185,1,,,,,,,,
04/18/2020,121,Salem,3,,,73,0,,,,,,,,
04/18/2020,122,Salisbury,5,,,139,0,,,,,,,,
04/18/2020,123,Scotland,0,,,0,0,,,,,,,,
04/18/2020,124,Seymour,103,,,624,10,,,,,,,,
04/18/2020,125,Sharon,10,,,370,0,,,,,,,,
04/18/2020,126,Shelton,315,,,766,56,,,,,,,,
04/18/2020,127,Sherman,8,,,221,1,,,,,,,,
04/18/2020,128,Simsbury,45,,,180,3,,,,,,,,
04/18/2020,129,Somers,28,,,258,1,,,,,,,,
04/18/2020,132,South Windsor,47,,,180,3,,,,,,,,
04/18/2020,130,Southbury,88,,,448,5,,,,,,,,
04/18/2020,131,Southington,113,,,258,4,,,,,,,,
04/18/2020,133,Sprague,2,,,69,0,,,,,,,,
04/18/2020,134,Stafford,52,,,438,10,,,,,,,,
04/18/2020,135,Stamford,1748,,,1347,72,,,,,,,,
04/18/2020,136,Sterling,2,,,53,0,,,,,,,,
04/18/2020,137,Stonington,18,,,98,1,,,,,,,,
04/18/2020,138,Stratford,384,,,739,26,,,,,,,,
04/18/2020,139,Suffield,68,,,432,10,,,,,,,,
04/18/2020,140,Thomaston,31,,,410,0,,,,,,,,
04/18/2020,141,Thompson,10,,,106,0,,,,,,,,
04/18/2020,142,Tolland,24,,,164,1,,,,,,,,
04/18/2020,143,Torrington,196,,,573,32,,,,,,,,
04/18/2020,144,Trumbull,199,,,556,15,,,,,,,,
04/18/2020,145,Union,0,,,0,0,,,,,,,,
04/18/2020,146,Vernon,87,,,297,5,,,,,,,,
04/18/2020,147,Voluntown,3,,,118,1,,,,,,,,
04/18/2020,148,Wallingford,114,,,256,5,,,,,,,,
04/18/2020,149,Warren,1,,,71,0,,,,,,,,
04/18/2020,150,Washington,15,,,437,0,,,,,,,,
04/18/2020,151,Waterbury,837,,,774,57,,,,,,,,
04/18/2020,152,Waterford,66,,,349,2,,,,,,,,
04/18/2020,153,Watertown,54,,,250,3,,,,,,,,
04/18/2020,155,West Hartford,168,,,267,19,,,,,,,,
04/18/2020,156,West Haven,438,,,798,12,,,,,,,,
04/18/2020,154,Westbrook,14,,,202,1,,,,,,,,
04/18/2020,157,Weston,44,,,429,2,,,,,,,,
04/18/2020,158,Westport,184,,,654,4,,,,,,,,
04/18/2020,159,Wethersfield,85,,,326,3,,,,,,,,
04/18/2020,160,Willington,4,,,68,0,,,,,,,,
04/18/2020,161,Wilton,103,,,560,16,,,,,,,,
04/18/2020,162,Winchester,25,,,235,1,,,,,,,,
04/18/2020,163,Windham,25,,,101,1,,,,,,,,
04/18/2020,164,Windsor,155,,,539,34,,,,,,,,
04/18/2020,165,Windsor Locks,25,,,194,4,,,,,,,,
04/18/2020,166,Wolcott,42,,,252,5,,,,,,,,
04/18/2020,167,Woodbridge,69,,,784,10,,,,,,,,
04/18/2020,168,Woodbury,21,,,220,2,,,,,,,,
04/18/2020,169,Woodstock,10,,,127,0,,,,,,,,
04/19/2020,1,Andover,2,,,62,0,,,,,,,,
04/19/2020,2,Ansonia,114,,,609,2,,,,,,,,
04/19/2020,3,Ashford,4,,,94,0,,,,,,,,
04/19/2020,4,Avon,30,,,164,2,,,,,,,,
04/19/2020,5,Barkhamsted,11,,,304,0,,,,,,,,
04/19/2020,6,Beacon Falls,23,,,372,0,,,,,,,,
04/19/2020,7,Berlin,65,,,318,4,,,,,,,,
04/19/2020,8,Bethany,14,,,256,1,,,,,,,,
04/19/2020,9,Bethel,132,,,670,9,,,,,,,,
04/19/2020,10,Bethlehem,7,,,205,2,,,,,,,,
04/19/2020,11,Bloomfield,155,,,728,20,,,,,,,,
04/19/2020,12,Bolton,9,,,184,2,,,,,,,,
04/19/2020,13,Bozrah,4,,,158,0,,,,,,,,
04/19/2020,14,Branford,181,,,646,9,,,,,,,,
04/19/2020,15,Bridgeport,1230,,,849,43,,,,,,,,
04/19/2020,16,Bridgewater,5,,,305,0,,,,,,,,
04/19/2020,17,Bristol,241,,,401,15,,,,,,,,
04/19/2020,18,Brookfield,100,,,588,3,,,,,,,,
04/19/2020,19,Brooklyn,6,,,72,0,,,,,,,,
04/19/2020,20,Burlington,15,,,155,0,,,,,,,,
04/19/2020,21,Canaan,0,,,0,0,,,,,,,,
04/19/2020,22,Canterbury,2,,,39,0,,,,,,,,
04/19/2020,23,Canton,25,,,243,1,,,,,,,,
04/19/2020,24,Chaplin,0,,,0,0,,,,,,,,
04/19/2020,25,Cheshire,74,,,254,5,,,,,,,,
04/19/2020,26,Chester,31,,,733,6,,,,,,,,
04/19/2020,27,Clinton,26,,,201,1,,,,,,,,
04/19/2020,28,Colchester,13,,,82,1,,,,,,,,
04/19/2020,29,Colebrook,0,,,0,0,,,,,,,,
04/19/2020,30,Columbia,6,,,111,0,,,,,,,,
04/19/2020,31,Cornwall,1,,,73,0,,,,,,,,
04/19/2020,32,Coventry,17,,,137,0,,,,,,,,
04/19/2020,33,Cromwell,34,,,245,2,,,,,,,,
04/19/2020,34,Danbury,843,,,995,56,,,,,,,,
04/19/2020,35,Darien,139,,,639,4,,,,,,,,
04/19/2020,36,Deep River,8,,,179,0,,,,,,,,
04/19/2020,37,Derby,63,,,503,2,,,,,,,,
04/19/2020,38,Durham,16,,,222,1,,,,,,,,
04/19/2020,40,East Granby,3,,,58,0,,,,,,,,
04/19/2020,41,East Haddam,9,,,100,1,,,,,,,,
04/19/2020,42,East Hampton,20,,,156,0,,,,,,,,
04/19/2020,43,East Hartford,233,,,466,26,,,,,,,,
04/19/2020,44,East Haven,210,,,732,23,,,,,,,,
04/19/2020,45,East Lyme,21,,,113,0,,,,,,,,
04/19/2020,47,East Windsor,21,,,185,2,,,,,,,,
04/19/2020,39,Eastford,1,,,56,0,,,,,,,,
04/19/2020,46,Easton,23,,,306,1,,,,,,,,
04/19/2020,48,Ellington,22,,,135,4,,,,,,,,
04/19/2020,49,Enfield,219,,,493,13,,,,,,,,
04/19/2020,50,Essex,11,,,165,1,,,,,,,,
04/19/2020,51,Fairfield,261,,,421,26,,,,,,,,
04/19/2020,52,Farmington,65,,,255,7,,,,,,,,
04/19/2020,53,Franklin,2,,,103,0,,,,,,,,
04/19/2020,54,Glastonbury,106,,,307,15,,,,,,,,
04/19/2020,55,Goshen,4,,,139,0,,,,,,,,
04/19/2020,56,Granby,8,,,70,1,,,,,,,,
04/19/2020,57,Greenwich,372,,,593,18,,,,,,,,
04/19/2020,58,Griswold,9,,,78,0,,,,,,,,
04/19/2020,59,Groton,30,,,78,0,,,,,,,,
04/19/2020,60,Guilford,51,,,230,1,,,,,,,,
04/19/2020,61,Haddam,15,,,182,0,,,,,,,,
04/19/2020,62,Hamden,391,,,642,14,,,,,,,,
04/19/2020,63,Hampton,0,,,0,0,,,,,,,,
04/19/2020,64,Hartford,616,,,503,46,,,,,,,,
04/19/2020,65,Hartland,1,,,47,0,,,,,,,,
04/19/2020,66,Harwinton,14,,,258,2,,,,,,,,
04/19/2020,67,Hebron,11,,,116,0,,,,,,,,
04/19/2020,68,Kent,6,,,215,0,,,,,,,,
04/19/2020,69,Killingly,15,,,87,1,,,,,,,,
04/19/2020,70,Killingworth,9,,,141,3,,,,,,,,
04/19/2020,71,Lebanon,9,,,125,1,,,,,,,,
04/19/2020,72,Ledyard,8,,,54,1,,,,,,,,
04/19/2020,73,Lisbon,4,,,94,0,,,,,,,,
04/19/2020,74,Litchfield,12,,,148,2,,,,,,,,
04/19/2020,75,Lyme,1,,,43,0,,,,,,,,
04/19/2020,76,Madison,49,,,271,3,,,,,,,,
04/19/2020,77,Manchester,228,,,395,21,,,,,,,,
04/19/2020,78,Mansfield,9,,,35,1,,,,,,,,
04/19/2020,79,Marlborough,19,,,299,0,,,,,,,,
04/19/2020,80,Meriden,191,,,321,17,,,,,,,,
04/19/2020,81,Middlebury,19,,,246,1,,,,,,,,
04/19/2020,82,Middlefield,8,,,183,0,,,,,,,,
04/19/2020,83,Middletown,207,,,449,16,,,,,,,,
04/19/2020,84,Milford,343,,,628,26,,,,,,,,
04/19/2020,85,Monroe,54,,,277,2,,,,,,,,
04/19/2020,86,Montville,39,,,208,0,,,,,,,,
04/19/2020,87,Morris,5,,,221,0,,,,,,,,
04/19/2020,88,Naugatuck,103,,,329,1,,,,,,,,
04/19/2020,89,New Britain,252,,,348,12,,,,,,,,
04/19/2020,90,New Canaan,102,,,505,17,,,,,,,,
04/19/2020,91,New Fairfield,72,,,519,1,,,,,,,,
04/19/2020,92,New Hartford,12,,,180,1,,,,,,,,
04/19/2020,93,New Haven,1041,,,798,31,,,,,,,,
04/19/2020,95,New London,53,,,197,1,,,,,,,,
04/19/2020,96,New Milford,120,,,445,2,,,,,,,,
04/19/2020,94,Newington,131,,,435,9,,,,,,,,
04/19/2020,97,Newtown,68,,,245,3,,,,,,,,
04/19/2020,98,Norfolk,4,,,244,0,,,,,,,,
04/19/2020,99,North Branford,44,,,311,2,,,,,,,,
04/19/2020,100,North Canaan,2,,,61,0,,,,,,,,
04/19/2020,101,North Haven,120,,,507,5,,,,,,,,
04/19/2020,102,North Stonington,2,,,38,0,,,,,,,,
04/19/2020,103,Norwalk,858,,,964,47,,,,,,,,
04/19/2020,104,Norwich,26,,,66,1,,,,,,,,
04/19/2020,105,Old Lyme,9,,,122,1,,,,,,,,
04/19/2020,106,Old Saybrook,18,,,178,0,,,,,,,,
04/19/2020,107,Orange,39,,,280,0,,,,,,,,
04/19/2020,108,Oxford,45,,,340,3,,,,,,,,
04/19/2020,109,Plainfield,11,,,72,0,,,,,,,,
04/19/2020,110,Plainville,61,,,346,4,,,,,,,,
04/19/2020,111,Plymouth,31,,,266,0,,,,,,,,
04/19/2020,112,Pomfret,7,,,167,0,,,,,,,,
04/19/2020,113,Portland,36,,,387,8,,,,,,,,
04/19/2020,114,Preston,3,,,65,0,,,,,,,,
04/19/2020,115,Prospect,24,,,245,0,,,,,,,,
04/19/2020,116,Putnam,6,,,64,0,,,,,,,,
04/19/2020,117,Redding,32,,,351,3,,,,,,,,
04/19/2020,118,Ridgefield,137,,,548,19,,,,,,,,
04/19/2020,119,Rocky Hill,130,,,645,15,,,,,,,,
04/19/2020,120,Roxbury,4,,,185,1,,,,,,,,
04/19/2020,121,Salem,3,,,73,0,,,,,,,,
04/19/2020,122,Salisbury,5,,,139,0,,,,,,,,
04/19/2020,123,Scotland,0,,,0,0,,,,,,,,
04/19/2020,124,Seymour,107,,,648,10,,,,,,,,
04/19/2020,125,Sharon,10,,,370,0,,,,,,,,
04/19/2020,126,Shelton,316,,,769,57,,,,,,,,
04/19/2020,127,Sherman,8,,,221,1,,,,,,,,
04/19/2020,128,Simsbury,47,,,188,3,,,,,,,,
04/19/2020,129,Somers,28,,,258,1,,,,,,,,
04/19/2020,132,South Windsor,48,,,184,3,,,,,,,,
04/19/2020,130,Southbury,92,,,468,5,,,,,,,,
04/19/2020,131,Southington,119,,,272,5,,,,,,,,
04/19/2020,133,Sprague,2,,,69,0,,,,,,,,
04/19/2020,134,Stafford,54,,,454,10,,,,,,,,
04/19/2020,135,Stamford,1758,,,1355,73,,,,,,,,
04/19/2020,136,Sterling,2,,,53,0,,,,,,,,
04/19/2020,137,Stonington,20,,,108,1,,,,,,,,
04/19/2020,138,Stratford,392,,,754,26,,,,,,,,
04/19/2020,139,Suffield,69,,,438,10,,,,,,,,
04/19/2020,140,Thomaston,30,,,397,0,,,,,,,,
04/19/2020,141,Thompson,10,,,106,0,,,,,,,,
04/19/2020,142,Tolland,24,,,164,1,,,,,,,,
04/19/2020,143,Torrington,200,,,584,32,,,,,,,,
04/19/2020,144,Trumbull,206,,,575,16,,,,,,,,
04/19/2020,145,Union,0,,,0,0,,,,,,,,
04/19/2020,146,Vernon,90,,,307,5,,,,,,,,
04/19/2020,147,Voluntown,3,,,118,1,,,,,,,,
04/19/2020,148,Wallingford,124,,,278,6,,,,,,,,
04/19/2020,149,Warren,1,,,71,0,,,,,,,,
04/19/2020,150,Washington,15,,,437,0,,,,,,,,
04/19/2020,151,Waterbury,843,,,780,62,,,,,,,,
04/19/2020,152,Waterford,78,,,413,2,,,,,,,,
04/19/2020,153,Watertown,54,,,250,3,,,,,,,,
04/19/2020,155,West Hartford,174,,,276,19,,,,,,,,
04/19/2020,156,West Haven,454,,,827,14,,,,,,,,
04/19/2020,154,Westbrook,14,,,202,1,,,,,,,,
04/19/2020,157,Weston,44,,,429,2,,,,,,,,
04/19/2020,158,Westport,184,,,654,4,,,,,,,,
04/19/2020,159,Wethersfield,86,,,330,3,,,,,,,,
04/19/2020,160,Willington,4,,,68,0,,,,,,,,
04/19/2020,161,Wilton,103,,,560,16,,,,,,,,
04/19/2020,162,Winchester,26,,,244,1,,,,,,,,
04/19/2020,163,Windham,26,,,105,1,,,,,,,,
04/19/2020,164,Windsor,157,,,546,35,,,,,,,,
04/19/2020,165,Windsor Locks,27,,,210,4,,,,,,,,
04/19/2020,166,Wolcott,44,,,264,5,,,,,,,,
04/19/2020,167,Woodbridge,68,,,772,9,,,,,,,,
04/19/2020,168,Woodbury,21,,,220,2,,,,,,,,
04/19/2020,169,Woodstock,10,,,127,0,,,,,,,,
04/20/2020,1,Andover,2,,,62,0,,,,,,,,
04/20/2020,2,Ansonia,128,,,684,3,,,,,,,,
04/20/2020,3,Ashford,8,,,188,0,,,,,,,,
04/20/2020,4,Avon,35,,,191,2,,,,,,,,
04/20/2020,5,Barkhamsted,10,,,276,0,,,,,,,,
04/20/2020,6,Beacon Falls,22,,,356,0,,,,,,,,
04/20/2020,7,Berlin,71,,,347,4,,,,,,,,
04/20/2020,8,Bethany,15,,,274,1,,,,,,,,
04/20/2020,9,Bethel,129,,,654,8,,,,,,,,
04/20/2020,10,Bethlehem,8,,,234,2,,,,,,,,
04/20/2020,11,Bloomfield,189,,,887,29,,,,,,,,
04/20/2020,12,Bolton,9,,,184,2,,,,,,,,
04/20/2020,13,Bozrah,4,,,158,0,,,,,,,,
04/20/2020,14,Branford,197,,,703,12,,,,,,,,
04/20/2020,15,Bridgeport,1356,,,936,55,,,,,,,,
04/20/2020,16,Bridgewater,5,,,305,0,,,,,,,,
04/20/2020,17,Bristol,271,,,451,20,,,,,,,,
04/20/2020,18,Brookfield,100,,,588,3,,,,,,,,
04/20/2020,19,Brooklyn,8,,,97,0,,,,,,,,
04/20/2020,20,Burlington,18,,,186,2,,,,,,,,
04/20/2020,21,Canaan,0,,,0,0,,,,,,,,
04/20/2020,22,Canterbury,2,,,39,0,,,,,,,,
04/20/2020,23,Canton,44,,,428,6,,,,,,,,
04/20/2020,24,Chaplin,0,,,0,0,,,,,,,,
04/20/2020,25,Cheshire,82,,,281,6,,,,,,,,
04/20/2020,26,Chester,31,,,733,5,,,,,,,,
04/20/2020,27,Clinton,26,,,201,1,,,,,,,,
04/20/2020,28,Colchester,13,,,82,1,,,,,,,,
04/20/2020,29,Colebrook,1,,,71,0,,,,,,,,
04/20/2020,30,Columbia,6,,,111,0,,,,,,,,
04/20/2020,31,Cornwall,1,,,73,0,,,,,,,,
04/20/2020,32,Coventry,19,,,153,0,,,,,,,,
04/20/2020,33,Cromwell,34,,,245,2,,,,,,,,
04/20/2020,34,Danbury,836,,,987,63,,,,,,,,
04/20/2020,35,Darien,149,,,685,5,,,,,,,,
04/20/2020,36,Deep River,8,,,179,0,,,,,,,,
04/20/2020,37,Derby,73,,,583,3,,,,,,,,
04/20/2020,38,Durham,18,,,250,1,,,,,,,,
04/20/2020,40,East Granby,3,,,58,0,,,,,,,,
04/20/2020,41,East Haddam,10,,,111,1,,,,,,,,
04/20/2020,42,East Hampton,23,,,179,2,,,,,,,,
04/20/2020,43,East Hartford,260,,,520,31,,,,,,,,
04/20/2020,44,East Haven,231,,,805,24,,,,,,,,
04/20/2020,45,East Lyme,24,,,129,0,,,,,,,,
04/20/2020,47,East Windsor,21,,,185,2,,,,,,,,
04/20/2020,39,Eastford,1,,,56,0,,,,,,,,
04/20/2020,46,Easton,25,,,333,1,,,,,,,,
04/20/2020,48,Ellington,25,,,153,4,,,,,,,,
04/20/2020,49,Enfield,223,,,502,13,,,,,,,,
04/20/2020,50,Essex,13,,,195,1,,,,,,,,
04/20/2020,51,Fairfield,300,,,484,33,,,,,,,,
04/20/2020,52,Farmington,90,,,353,13,,,,,,,,
04/20/2020,53,Franklin,2,,,103,0,,,,,,,,
04/20/2020,54,Glastonbury,124,,,360,20,,,,,,,,
04/20/2020,55,Goshen,4,,,139,0,,,,,,,,
04/20/2020,56,Granby,8,,,70,1,,,,,,,,
04/20/2020,57,Greenwich,562,,,896,22,,,,,,,,
04/20/2020,58,Griswold,10,,,86,0,,,,,,,,
04/20/2020,59,Groton,36,,,93,0,,,,,,,,
04/20/2020,60,Guilford,59,,,266,1,,,,,,,,
04/20/2020,61,Haddam,16,,,195,0,,,,,,,,
04/20/2020,62,Hamden,424,,,696,16,,,,,,,,
04/20/2020,63,Hampton,0,,,0,0,,,,,,,,
04/20/2020,64,Hartford,704,,,574,55,,,,,,,,
04/20/2020,65,Hartland,1,,,47,0,,,,,,,,
04/20/2020,66,Harwinton,18,,,331,2,,,,,,,,
04/20/2020,67,Hebron,11,,,116,0,,,,,,,,
04/20/2020,68,Kent,6,,,215,0,,,,,,,,
04/20/2020,69,Killingly,17,,,98,1,,,,,,,,
04/20/2020,70,Killingworth,10,,,157,3,,,,,,,,
04/20/2020,71,Lebanon,9,,,125,1,,,,,,,,
04/20/2020,72,Ledyard,8,,,54,1,,,,,,,,
04/20/2020,73,Lisbon,4,,,94,0,,,,,,,,
04/20/2020,74,Litchfield,14,,,172,2,,,,,,,,
04/20/2020,75,Lyme,1,,,43,0,,,,,,,,
04/20/2020,76,Madison,51,,,282,3,,,,,,,,
04/20/2020,77,Manchester,249,,,432,25,,,,,,,,
04/20/2020,78,Mansfield,10,,,39,1,,,,,,,,
04/20/2020,79,Marlborough,22,,,346,0,,,,,,,,
04/20/2020,80,Meriden,205,,,344,21,,,,,,,,
04/20/2020,81,Middlebury,21,,,272,2,,,,,,,,
04/20/2020,82,Middlefield,7,,,160,0,,,,,,,,
04/20/2020,83,Middletown,218,,,472,20,,,,,,,,
04/20/2020,84,Milford,369,,,675,31,,,,,,,,
04/20/2020,85,Monroe,61,,,313,4,,,,,,,,
04/20/2020,86,Montville,41,,,219,0,,,,,,,,
04/20/2020,87,Morris,5,,,221,0,,,,,,,,
04/20/2020,88,Naugatuck,110,,,352,2,,,,,,,,
04/20/2020,89,New Britain,284,,,392,16,,,,,,,,
04/20/2020,90,New Canaan,115,,,569,20,,,,,,,,
04/20/2020,91,New Fairfield,72,,,519,1,,,,,,,,
04/20/2020,92,New Hartford,13,,,194,1,,,,,,,,
04/20/2020,93,New Haven,1134,,,870,37,,,,,,,,
04/20/2020,95,New London,50,,,186,1,,,,,,,,
04/20/2020,96,New Milford,125,,,463,5,,,,,,,,
04/20/2020,94,Newington,148,,,491,11,,,,,,,,
04/20/2020,97,Newtown,66,,,238,3,,,,,,,,
04/20/2020,98,Norfolk,5,,,305,0,,,,,,,,
04/20/2020,99,North Branford,49,,,346,2,,,,,,,,
04/20/2020,100,North Canaan,2,,,61,0,,,,,,,,
04/20/2020,101,North Haven,132,,,557,5,,,,,,,,
04/20/2020,102,North Stonington,2,,,38,0,,,,,,,,
04/20/2020,103,Norwalk,942,,,1058,50,,,,,,,,
04/20/2020,104,Norwich,27,,,69,1,,,,,,,,
04/20/2020,105,Old Lyme,10,,,136,1,,,,,,,,
04/20/2020,106,Old Saybrook,18,,,178,0,,,,,,,,
04/20/2020,107,Orange,41,,,294,0,,,,,,,,
04/20/2020,108,Oxford,48,,,363,3,,,,,,,,
04/20/2020,109,Plainfield,11,,,72,0,,,,,,,,
04/20/2020,110,Plainville,69,,,392,4,,,,,,,,
04/20/2020,111,Plymouth,33,,,283,0,,,,,,,,
04/20/2020,112,Pomfret,7,,,167,0,,,,,,,,
04/20/2020,113,Portland,38,,,408,8,,,,,,,,
04/20/2020,114,Preston,2,,,43,0,,,,,,,,
04/20/2020,115,Prospect,26,,,266,0,,,,,,,,
04/20/2020,116,Putnam,6,,,64,0,,,,,,,,
04/20/2020,117,Redding,35,,,384,2,,,,,,,,
04/20/2020,118,Ridgefield,146,,,584,20,,,,,,,,
04/20/2020,119,Rocky Hill,159,,,789,16,,,,,,,,
04/20/2020,120,Roxbury,5,,,231,1,,,,,,,,
04/20/2020,121,Salem,3,,,73,0,,,,,,,,
04/20/2020,122,Salisbury,5,,,139,0,,,,,,,,
04/20/2020,123,Scotland,0,,,0,0,,,,,,,,
04/20/2020,124,Seymour,129,,,781,12,,,,,,,,
04/20/2020,125,Sharon,10,,,370,0,,,,,,,,
04/20/2020,126,Shelton,351,,,854,63,,,,,,,,
04/20/2020,127,Sherman,10,,,277,1,,,,,,,,
04/20/2020,128,Simsbury,56,,,224,3,,,,,,,,
04/20/2020,129,Somers,32,,,295,1,,,,,,,,
04/20/2020,132,South Windsor,57,,,219,5,,,,,,,,
04/20/2020,130,Southbury,99,,,504,10,,,,,,,,
04/20/2020,131,Southington,129,,,294,5,,,,,,,,
04/20/2020,133,Sprague,2,,,69,0,,,,,,,,
04/20/2020,134,Stafford,62,,,522,13,,,,,,,,
04/20/2020,135,Stamford,2046,,,1577,80,,,,,,,,
04/20/2020,136,Sterling,2,,,53,0,,,,,,,,
04/20/2020,137,Stonington,23,,,125,2,,,,,,,,
04/20/2020,138,Stratford,421,,,810,26,,,,,,,,
04/20/2020,139,Suffield,73,,,464,10,,,,,,,,
04/20/2020,140,Thomaston,31,,,410,0,,,,,,,,
04/20/2020,141,Thompson,10,,,106,0,,,,,,,,
04/20/2020,142,Tolland,26,,,177,1,,,,,,,,
04/20/2020,143,Torrington,215,,,628,39,,,,,,,,
04/20/2020,144,Trumbull,240,,,670,25,,,,,,,,
04/20/2020,145,Union,0,,,0,0,,,,,,,,
04/20/2020,146,Vernon,93,,,317,5,,,,,,,,
04/20/2020,147,Voluntown,3,,,118,1,,,,,,,,
04/20/2020,148,Wallingford,137,,,308,8,,,,,,,,
04/20/2020,149,Warren,1,,,71,0,,,,,,,,
04/20/2020,150,Washington,15,,,437,0,,,,,,,,
04/20/2020,151,Waterbury,872,,,807,68,,,,,,,,
04/20/2020,152,Waterford,82,,,434,4,,,,,,,,
04/20/2020,153,Watertown,54,,,250,3,,,,,,,,
04/20/2020,155,West Hartford,192,,,305,20,,,,,,,,
04/20/2020,156,West Haven,499,,,909,16,,,,,,,,
04/20/2020,154,Westbrook,14,,,202,1,,,,,,,,
04/20/2020,157,Weston,46,,,449,2,,,,,,,,
04/20/2020,158,Westport,197,,,701,5,,,,,,,,
04/20/2020,159,Wethersfield,94,,,360,5,,,,,,,,
04/20/2020,160,Willington,4,,,68,0,,,,,,,,
04/20/2020,161,Wilton,115,,,625,20,,,,,,,,
04/20/2020,162,Winchester,29,,,272,1,,,,,,,,
04/20/2020,163,Windham,26,,,105,1,,,,,,,,
04/20/2020,164,Windsor,200,,,695,46,,,,,,,,
04/20/2020,165,Windsor Locks,29,,,225,5,,,,,,,,
04/20/2020,166,Wolcott,48,,,288,5,,,,,,,,
04/20/2020,167,Woodbridge,71,,,806,10,,,,,,,,
04/20/2020,168,Woodbury,24,,,252,2,,,,,,,,
04/20/2020,169,Woodstock,10,,,127,0,,,,,,,,
04/21/2020,1,Andover,2,,,62,0,,,,,,,,
04/21/2020,2,Ansonia,130,,,694,3,,,,,,,,
04/21/2020,3,Ashford,8,,,188,0,,,,,,,,
04/21/2020,4,Avon,36,,,197,3,,,,,,,,
